run_id,suite_id,case_id,formula,start_mode,seed,depth,steps,warm_depth,warm_steps,restarts,warm_restarts,perturbation_noise,best_loss,post_snap_loss,snap_min_margin,verifier_status,recovery_class,status,claim_status,claim_id,claim_class,training_mode,evidence_class,return_kind,raw_status,repair_status,repair_verifier_status,repair_accepted_move_count,threshold_policy,dataset_manifest_sha256,provenance_source,provenance_expression,runtime_seconds,active_slot_count,changed_slot_count,warm_start_mechanism,reason,artifact_path
v1-5-shallow-pure-blind-shallow-exp-pure-blind-33f207a0a258,v1.5-shallow-pure-blind,shallow-exp-pure-blind,exp,blind,0,1,120,0,8,2,1,0.0,2.6117005208843755,6.64175779789699,0.00324581417268488,failed,snapped_but_failed,snapped_but_failed,failed,paper-shallow-blind-recovery,measured_training_boundary,blind_training,snapped_but_failed,,,,,0,measured_pure_blind_recovery,655388a1adc8c90798742b72d43b06661b0dc270613e23321a785af9c625a3cb,sources/paper.pdf,exp(x),0.40199570899130777,,,,mpmath_failed,artifacts/proof/v1.5/campaigns/proof-shallow-pure-blind/runs/v1.5-shallow-pure-blind/v1-5-shallow-pure-blind-shallow-exp-pure-blind-33f207a0a258.json
v1-5-shallow-pure-blind-shallow-exp-pure-blind-b54683f79f14,v1.5-shallow-pure-blind,shallow-exp-pure-blind,exp,blind,1,1,120,0,8,2,1,0.0,1.731913896992015e-10,0.0,0.8927117633612697,recovered,blind_recovery,recovered,recovered,paper-shallow-blind-recovery,measured_training_boundary,blind_training,blind_training_recovered,,,,,0,measured_pure_blind_recovery,c4e2b1c0a78bc57db776470eac8c7d4ec5f1c82743ca96f4d2c08914c4807bbb,sources/paper.pdf,exp(x),0.10942129098111764,,,,verified,artifacts/proof/v1.5/campaigns/proof-shallow-pure-blind/runs/v1.5-shallow-pure-blind/v1-5-shallow-pure-blind-shallow-exp-pure-blind-b54683f79f14.json
v1-5-shallow-pure-blind-shallow-exp-pure-blind-306d467800f2,v1.5-shallow-pure-blind,shallow-exp-pure-blind,exp,blind,2,1,120,0,8,2,1,0.0,1.80614515005668e-10,0.0,0.8921231726122388,recovered,blind_recovery,recovered,recovered,paper-shallow-blind-recovery,measured_training_boundary,blind_training,blind_training_recovered,,,,,0,measured_pure_blind_recovery,dcebf8f5f83659182566fc8c8aca03393d936e454e4c820ec00b74d6779432d0,sources/paper.pdf,exp(x),0.08350937499199063,,,,verified,artifacts/proof/v1.5/campaigns/proof-shallow-pure-blind/runs/v1.5-shallow-pure-blind/v1-5-shallow-pure-blind-shallow-exp-pure-blind-306d467800f2.json
v1-5-shallow-pure-blind-shallow-log-pure-blind-5d23e0133651,v1.5-shallow-pure-blind,shallow-log-pure-blind,log,blind,0,3,120,0,8,2,1,0.0,0.9569696834586892,55.409243032935706,0.04029769917779358,failed,snapped_but_failed,snapped_but_failed,failed,paper-shallow-blind-recovery,measured_training_boundary,blind_training,snapped_but_failed,,,,,0,measured_pure_blind_recovery,01c2261015de6d16b8338f86f0a15db26f6eb11ee40e6ca1a6c1c411b6e6236f,sources/paper.pdf,E - log(exp(E)/x),0.42564733303152025,,,,mpmath_failed,artifacts/proof/v1.5/campaigns/proof-shallow-pure-blind/runs/v1.5-shallow-pure-blind/v1-5-shallow-pure-blind-shallow-log-pure-blind-5d23e0133651.json
v1-5-shallow-pure-blind-shallow-log-pure-blind-c32f58c05c0c,v1.5-shallow-pure-blind,shallow-log-pure-blind,log,blind,1,3,120,0,8,2,1,0.0,0.9529329152614097,55.55914897871823,0.04033415728123191,failed,snapped_but_failed,snapped_but_failed,failed,paper-shallow-blind-recovery,measured_training_boundary,blind_training,snapped_but_failed,,,,,0,measured_pure_blind_recovery,3c8d51619ccd81e420d0691d84e7f72acbc26d920bd64cb2bc22bb2d3c7d11d5,sources/paper.pdf,E - log(exp(E)/x),0.5064571669790894,,,,mpmath_failed,artifacts/proof/v1.5/campaigns/proof-shallow-pure-blind/runs/v1.5-shallow-pure-blind/v1-5-shallow-pure-blind-shallow-log-pure-blind-c32f58c05c0c.json
v1-5-shallow-pure-blind-shallow-log-pure-blind-91b636b0e78c,v1.5-shallow-pure-blind,shallow-log-pure-blind,log,blind,2,3,120,0,8,2,1,0.0,1.2222888531991654,55.48068659566764,0.06369459038042896,failed,snapped_but_failed,snapped_but_failed,failed,paper-shallow-blind-recovery,measured_training_boundary,blind_training,snapped_but_failed,,,,,0,measured_pure_blind_recovery,a7614afefce1f52909d1beacfbb4d7cb3fcd85bdba9486d05c2d11a3e3efabee,sources/paper.pdf,E - log(exp(E)/x),0.41842291597276926,,,,mpmath_failed,artifacts/proof/v1.5/campaigns/proof-shallow-pure-blind/runs/v1.5-shallow-pure-blind/v1-5-shallow-pure-blind-shallow-log-pure-blind-91b636b0e78c.json
v1-5-shallow-pure-blind-shallow-radioactive-decay-pure-blind-d878d4416efa,v1.5-shallow-pure-blind,shallow-radioactive-decay-pure-blind,radioactive_decay,blind,0,9,120,0,8,2,1,0.0,1.355235671950463,0.4644338166293871,0.028809677286324498,failed,snapped_but_failed,snapped_but_failed,failed,paper-shallow-blind-recovery,measured_training_boundary,blind_training,snapped_but_failed,,,,,0,measured_pure_blind_recovery,be5bd479eef17bcc628e7786fc9afc2b21f4599de00aa5a59da52cc8fb436f2e,sources/FOR_DEMO.md,exp(-0.4*t),33.05397095804801,,,,mpmath_failed,artifacts/proof/v1.5/campaigns/proof-shallow-pure-blind/runs/v1.5-shallow-pure-blind/v1-5-shallow-pure-blind-shallow-radioactive-decay-pure-blind-d878d4416efa.json
v1-5-shallow-pure-blind-shallow-radioactive-decay-pure-blind-2aeaeb9d06b0,v1.5-shallow-pure-blind,shallow-radioactive-decay-pure-blind,radioactive_decay,blind,1,9,120,0,8,2,1,0.0,0.18376028083347895,0.6502651419040735,0.04689506089482104,failed,snapped_but_failed,snapped_but_failed,failed,paper-shallow-blind-recovery,measured_training_boundary,blind_training,snapped_but_failed,,,,,0,measured_pure_blind_recovery,60197b131fa42a45fcfca43ee5d6f60110e5dc78b3ed20c9184994485bd7b624,sources/FOR_DEMO.md,exp(-0.4*t),32.91371087502921,,,,mpmath_failed,artifacts/proof/v1.5/campaigns/proof-shallow-pure-blind/runs/v1.5-shallow-pure-blind/v1-5-shallow-pure-blind-shallow-radioactive-decay-pure-blind-2aeaeb9d06b0.json
v1-5-shallow-pure-blind-shallow-radioactive-decay-pure-blind-1ef1396484a0,v1.5-shallow-pure-blind,shallow-radioactive-decay-pure-blind,radioactive_decay,blind,2,9,120,0,8,2,1,0.0,0.24658289387417723,0.6507869059284055,0.04755672587060045,failed,snapped_but_failed,snapped_but_failed,failed,paper-shallow-blind-recovery,measured_training_boundary,blind_training,snapped_but_failed,,,,,0,measured_pure_blind_recovery,8adbdd755771c4d6d12d57830218868f3524ced478be44d0fc3ecb8bfe27e9ed,sources/FOR_DEMO.md,exp(-0.4*t),33.182955333031714,,,,mpmath_failed,artifacts/proof/v1.5/campaigns/proof-shallow-pure-blind/runs/v1.5-shallow-pure-blind/v1-5-shallow-pure-blind-shallow-radioactive-decay-pure-blind-1ef1396484a0.json
v1-5-shallow-pure-blind-shallow-beer-lambert-pure-blind-28a17bdc90fb,v1.5-shallow-pure-blind,shallow-beer-lambert-pure-blind,beer_lambert,blind,0,9,120,0,8,2,1,0.0,1.4819504054840777,3.1327938242137483,0.0284519209454982,failed,snapped_but_failed,snapped_but_failed,failed,paper-shallow-blind-recovery,measured_training_boundary,blind_training,snapped_but_failed,,,,,0,measured_pure_blind_recovery,aa44ec9d889b6e8e49fb767e360d152329a3b09fc547e96b677554bfd3230e3a,sources/FOR_DEMO.md,exp(-0.8*x),33.439841000013985,,,,mpmath_failed,artifacts/proof/v1.5/campaigns/proof-shallow-pure-blind/runs/v1.5-shallow-pure-blind/v1-5-shallow-pure-blind-shallow-beer-lambert-pure-blind-28a17bdc90fb.json
